"Var1","Var2","Freq"
"Yoghurt","stocks",0
"Abaca, manila hemp, raw","yield",805
"Agave fibres, raw, n.e.c.","yield",1061
"Almonds, in shell","yield",3261
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","yield",3021
"Apples","yield",5991
"Apricots","yield",4660
"Areca nuts","yield",1174
"Artichokes","yield",2390
"Asparagus","yield",3322
"Asses","yield",0
"Avocados","yield",4788
"Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip","yield",0
"Bambara beans, dry","yield",838
"Bananas","yield",8905
"Barley","yield",7096
"Beans, dry","yield",8399
"Beef and Buffalo Meat, primary","yield",0
"Beer of barley, malted","yield",0
"Bees","yield",0
"Beeswax","yield",2530
"Blueberries","yield",1628
"Brazil nuts, in shell","yield",150
"Broad beans and horse beans, dry","yield",4755
"Broad beans and horse beans, green","yield",4042
"Buckwheat","yield",2357
"Buffalo","yield",0
"Buffalo fat, unrendered","yield",0
"Butter and Ghee","yield",0
"Butter and ghee of sheep milk","yield",0
"Butter of buffalo milk","yield",0
"Butter of cow milk","yield",0
"Butter of goat milk","yield",0
"Buttermilk, dry","yield",0
"Cabbages","yield",9222
"Camels","yield",0
"Canary seed","yield",1491
"Cantaloupes and other melons","yield",6566
"Carrots and turnips","yield",7991
"Cashew nuts, in shell","yield",2588
"Cashewapple","yield",837
"Cassava leaves","yield",160
"Cassava, fresh","yield",7286
"Castor oil seeds","yield",3645
"Cattle","yield",0
"Cattle and Buffaloes","yield",0
"Cattle fat, unrendered","yield",0
"Cauliflowers and broccoli","yield",6333
"Cereals n.e.c.","yield",3944
"Cereals, primary","yield",12206
"Cheese (All Kinds)","yield",0
"Cheese from milk of buffalo, fresh or processed","yield",0
"Cheese from milk of goats, fresh or processed","yield",0
"Cheese from milk of sheep, fresh or processed","yield",0
"Cheese from skimmed cow milk","yield",0
"Cheese from whole cow milk","yield",0
"Cherries","yield",4244
"Chestnuts, in shell","yield",1762
"Chick peas, dry","yield",4146
"Chickens","yield",0
"Chicory roots","yield",1466
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","yield",4909
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","yield",7581
"Cinnamon and cinnamon-tree flowers, raw","yield",1315
"Citrus Fruit, Total","yield",9142
"Cloves (whole stems), raw","yield",1179
"Cocoa beans","yield",4716
"Coconut oil","yield",0
"Coconuts, in shell","yield",5965
"Coffee, green","yield",6142
"Coir, raw","yield",0
"Cotton lint, ginned","yield",0
"Cotton seed","yield",0
"Cottonseed oil","yield",0
"Cow peas, dry","yield",3260
"Cranberries","yield",848
"Cream, fresh","yield",0
"Cucumbers and gherkins","yield",8301
"Currants","yield",2093
"Dates","yield",3306
"Ducks","yield",0
"Edible offal of buffalo, fresh, chilled or frozen","yield",0
"Edible offal of cattle, fresh, chilled or frozen","yield",0
"Edible offal of goat, fresh, chilled or frozen","yield",0
"Edible offal of pigs, fresh, chilled or frozen","yield",0
"Edible offal of sheep, fresh, chilled or frozen","yield",0
"Edible offals of camels and other camelids, fresh, chilled or frozen","yield",0
"Edible offals of horses and other equines,  fresh, chilled or frozen","yield",0
"Edible roots and tubers with high starch or inulin content, n.e.c., fresh","yield",5569
"Eggplants (aubergines)","yield",5821
"Eggs from other birds in shell, fresh, n.e.c.","yield",4650
"Eggs Primary","yield",13108
"Evaporated & Condensed Milk","yield",0
"Fat of camels","yield",0
"Fat of pigs","yield",0
"Fibre Crops, Fibre Equivalent","yield",4674
"Figs","yield",3768
"Flax, processed but not spun","yield",2215
"Fonio","yield",1033
"Fruit Primary","yield",13084
"Game meat, fresh, chilled or frozen","yield",0
"Geese","yield",0
"Ghee from buffalo milk","yield",0
"Ghee from cow milk","yield",0
"Ginger, raw","yield",2613
"Goat fat, unrendered","yield",0
"Goats","yield",0
"Gooseberries","yield",1289
"Grapes","yield",6434
"Green corn (maize)","yield",3637
"Green garlic","yield",6330
"Green tea (not fermented), black tea (fermented) and partly fermented tea","yield",0
"Groundnut oil","yield",0
"Groundnuts, excluding shelled","yield",8388
"Hazelnuts, in shell","yield",2030
"Hempseed","yield",1288
"Hen eggs in shell, fresh","yield",20042
"Hop cones","yield",2794
"Horse meat, fresh or chilled","yield",0
"Horses","yield",0
"Jojoba seeds","yield",160
"Jute, raw or retted","yield",1987
"Kapok fibre, raw","yield",0
"Kapok fruit","yield",305
"Kapokseed in shell","yield",0
"Karite nuts (sheanuts)","yield",854
"Kenaf, and other textile bast fibres, raw or retted","yield",2629
"Kiwi fruit","yield",1565
"Kola nuts","yield",577
"Leeks and other alliaceous vegetables","yield",3201
"Lemons and limes","yield",6832
"Lentils, dry","yield",4150
"Lettuce and chicory","yield",6761
"Linseed","yield",4205
"Locust beans (carobs)","yield",1251
"Lupins","yield",2278
"Maize (corn)","yield",11173
"Mangoes, guavas and mangosteens","yield",6156
"Margarine and shortening","yield",0
"Maté leaves","yield",388
"Meat of asses, fresh or chilled","yield",0
"Meat of buffalo, fresh or chilled","yield",0
"Meat of camels, fresh or chilled","yield",0
"Meat of cattle with the bone, fresh or chilled","yield",0
"Meat of chickens, fresh or chilled","yield",0
"Meat of ducks, fresh or chilled","yield",0
"Meat of geese, fresh or chilled","yield",0
"Meat of goat, fresh or chilled","yield",0
"Meat of mules, fresh or chilled","yield",0
"Meat of other domestic camelids, fresh or chilled","yield",0
"Meat of other domestic rodents, fresh or chilled","yield",0
"Meat of pig with the bone, fresh or chilled","yield",0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen","yield",0
"Meat of rabbits and hares, fresh or chilled","yield",0
"Meat of sheep, fresh or chilled","yield",0
"Meat of turkeys, fresh or chilled","yield",0
"Meat, Poultry","yield",0
"Meat, Total","yield",0
"Melonseed","yield",1698
"Milk, Total","yield",12709
"Millet","yield",6202
"Mixed grain","yield",1998
"Molasses","yield",0
"Mules and hinnies","yield",0
"Mushrooms and truffles","yield",468
"Mustard seed","yield",2374
"Natural honey","yield",3738
"Natural rubber in primary forms","yield",2546
"Nutmeg, mace, cardamoms, raw","yield",1862
"Oats","yield",5424
"Oil of linseed","yield",0
"Oil of maize","yield",0
"Oil of palm kernel","yield",0
"Oil of sesame seed","yield",0
"Oil palm fruit","yield",3612
"Oilcrops, Cake Equivalent","yield",6705
"Oilcrops, Oil Equivalent","yield",6782
"Okra","yield",3081
"Olive oil","yield",0
"Olives","yield",3286
"Onions and shallots, dry (excluding dehydrated)","yield",9246
"Onions and shallots, green","yield",4462
"Oranges","yield",8054
"Other beans, green","yield",6823
"Other berries and fruits of the genus vaccinium n.e.c.","yield",3798
"Other camelids","yield",0
"Other citrus fruit, n.e.c.","yield",4669
"Other fibre crops, raw, n.e.c.","yield",2267
"Other fruits, n.e.c.","yield",9267
"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","yield",0
"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","yield",4533
"Other oil seeds, n.e.c.","yield",3834
"Other pome fruits","yield",244
"Other pulses n.e.c.","yield",7561
"Other rodents","yield",0
"Other stimulant, spice and aromatic crops, n.e.c.","yield",4304
"Other stone fruits","yield",2423
"Other sugar crops n.e.c.","yield",610
"Other tropical fruits, n.e.c.","yield",5014
"Other vegetables, fresh n.e.c.","yield",12920
"Palm kernels","yield",0
"Palm oil","yield",0
"Papayas","yield",4457
"Peaches and nectarines","yield",5245
"Pears","yield",5639
"Peas, dry","yield",6644
"Peas, green","yield",5798
"Pepper (Piper spp.), raw","yield",3186
"Peppermint, spearmint","yield",782
"Persimmons","yield",1643
"Pig fat, rendered","yield",0
"Pigeon peas, dry","yield",2265
"Pineapples","yield",6248
"Pistachios, in shell","yield",1736
"Plantains and cooking bananas","yield",4084
"Plums and sloes","yield",5589
"Pomelos and grapefruits","yield",5593
"Poppy seed","yield",1267
"Potatoes","yield",10484
"Poultry Birds","yield",0
"Pulses, Total","yield",11580
"Pumpkins, squash and gourds","yield",7348
"Pyrethrum, dried flowers","yield",1198
"Quinces","yield",3416
"Quinoa","yield",488
"Rabbits and hares","yield",0
"Ramie, raw or retted","yield",866
"Rape or colza seed","yield",4441
"Rapeseed or canola oil, crude","yield",0
"Raspberries","yield",2694
"Raw cane or beet sugar (centrifugal only)","yield",0
"Raw hides and skins of buffaloes","yield",2744
"Raw hides and skins of cattle","yield",13035
"Raw hides and skins of goats or kids","yield",11734
"Raw hides and skins of sheep or lambs","yield",12143
"Raw milk of buffalo","yield",2271
"Raw milk of camel","yield",2364
"Raw milk of cattle","yield",12638
"Raw milk of goats","yield",7237
"Raw milk of sheep","yield",5598
"Raw silk (not thrown)","yield",0
"Rice","yield",8857
"Roots and Tubers, Total","yield",13217
"Rye","yield",4428
"Safflower-seed oil, crude","yield",0
"Safflower seed","yield",2241
"Seed cotton, unginned","yield",7111
"Sesame seed","yield",5638
"Sheep","yield",0
"Sheep and Goat Meat","yield",0
"Sheep and Goats","yield",0
"Sheep fat, unrendered","yield",0
"Shorn wool, greasy, including fleece-washed shorn wool","yield",0
"Silk-worm cocoons suitable for reeling","yield",0
"Sisal, raw","yield",2562
"Skim Milk & Buttermilk, Dry","yield",0
"Skim milk and whey powder","yield",0
"Skim milk of cows","yield",0
"Skim milk, condensed","yield",0
"Skim milk, evaporated","yield",0
"Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails","yield",0
"Sorghum","yield",7893
"Sour cherries","yield",2119
"Soya bean oil","yield",0
"Soya beans","yield",6390
"Spinach","yield",4517
"Strawberries","yield",4807
"String beans","yield",2050
"Sugar beet","yield",4287
"Sugar cane","yield",7733
"Sugar Crops Primary","yield",10029
"Sunflower-seed oil, crude","yield",0
"Sunflower seed","yield",5200
"Sweet potatoes","yield",8393
"Swine / pigs","yield",0
"Tallow","yield",0
"Tallowtree seeds","yield",179
"Tangerines, mandarins, clementines","yield",5160
"Taro","yield",4352
"Tea leaves","yield",4133
"Tomatoes","yield",10924
"Treenuts, Total","yield",6894
"Triticale","yield",1938
"True hemp, raw or retted","yield",1798
"Tung nuts","yield",959
"Turkeys","yield",0
"Unmanufactured tobacco","yield",9345
"Vanilla, raw","yield",1756
"Vegetables Primary","yield",13264
"Vetches","yield",2916
"Walnuts, in shell","yield",3292
"Watermelons","yield",7406
"Wheat","yield",8579
"Whey, condensed","yield",0
"Whey, dry","yield",0
"Whole milk powder","yield",0
"Whole milk, condensed","yield",0
"Whole milk, evaporated","yield",0
"Wine","yield",0
"Yams","yield",4692
"Yautia","yield",1120
"Yoghurt","yield",0
"Abaca, manila hemp, raw","yield_carcass_weight",0
"Agave fibres, raw, n.e.c.","yield_carcass_weight",0
"Almonds, in shell","yield_carcass_weight",0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","yield_carcass_weight",0
"Apples","yield_carcass_weight",0
"Apricots","yield_carcass_weight",0
"Areca nuts","yield_carcass_weight",0
"Artichokes","yield_carcass_weight",0
"Asparagus","yield_carcass_weight",0
"Asses","yield_carcass_weight",0
"Avocados","yield_carcass_weight",0
"Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip","yield_carcass_weight",0
"Bambara beans, dry","yield_carcass_weight",0
"Bananas","yield_carcass_weight",0
"Barley","yield_carcass_weight",0
"Beans, dry","yield_carcass_weight",0
"Beef and Buffalo Meat, primary","yield_carcass_weight",13170
"Beer of barley, malted","yield_carcass_weight",0
"Bees","yield_carcass_weight",0
"Beeswax","yield_carcass_weight",0
"Blueberries","yield_carcass_weight",0
"Brazil nuts, in shell","yield_carcass_weight",0
"Broad beans and horse beans, dry","yield_carcass_weight",0
"Broad beans and horse beans, green","yield_carcass_weight",0
"Buckwheat","yield_carcass_weight",0
"Buffalo","yield_carcass_weight",0
"Buffalo fat, unrendered","yield_carcass_weight",0
"Butter and Ghee","yield_carcass_weight",0
"Butter and ghee of sheep milk","yield_carcass_weight",0
"Butter of buffalo milk","yield_carcass_weight",0
"Butter of cow milk","yield_carcass_weight",0
"Butter of goat milk","yield_carcass_weight",0
"Buttermilk, dry","yield_carcass_weight",0
"Cabbages","yield_carcass_weight",0
"Camels","yield_carcass_weight",0
"Canary seed","yield_carcass_weight",0
"Cantaloupes and other melons","yield_carcass_weight",0
"Carrots and turnips","yield_carcass_weight",0
"Cashew nuts, in shell","yield_carcass_weight",0
"Cashewapple","yield_carcass_weight",0
"Cassava leaves","yield_carcass_weight",0
"Cassava, fresh","yield_carcass_weight",0
"Castor oil seeds","yield_carcass_weight",0
"Cattle","yield_carcass_weight",0
"Cattle and Buffaloes","yield_carcass_weight",0
"Cattle fat, unrendered","yield_carcass_weight",0
"Cauliflowers and broccoli","yield_carcass_weight",0
"Cereals n.e.c.","yield_carcass_weight",0
"Cereals, primary","yield_carcass_weight",0
"Cheese (All Kinds)","yield_carcass_weight",0
"Cheese from milk of buffalo, fresh or processed","yield_carcass_weight",0
"Cheese from milk of goats, fresh or processed","yield_carcass_weight",0
"Cheese from milk of sheep, fresh or processed","yield_carcass_weight",0
"Cheese from skimmed cow milk","yield_carcass_weight",0
"Cheese from whole cow milk","yield_carcass_weight",0
"Cherries","yield_carcass_weight",0
"Chestnuts, in shell","yield_carcass_weight",0
"Chick peas, dry","yield_carcass_weight",0
"Chickens","yield_carcass_weight",0
"Chicory roots","yield_carcass_weight",0
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","yield_carcass_weight",0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","yield_carcass_weight",0
"Cinnamon and cinnamon-tree flowers, raw","yield_carcass_weight",0
"Citrus Fruit, Total","yield_carcass_weight",0
"Cloves (whole stems), raw","yield_carcass_weight",0
"Cocoa beans","yield_carcass_weight",0
"Coconut oil","yield_carcass_weight",0
"Coconuts, in shell","yield_carcass_weight",0
"Coffee, green","yield_carcass_weight",0
"Coir, raw","yield_carcass_weight",0
"Cotton lint, ginned","yield_carcass_weight",0
"Cotton seed","yield_carcass_weight",0
"Cottonseed oil","yield_carcass_weight",0
"Cow peas, dry","yield_carcass_weight",0
"Cranberries","yield_carcass_weight",0
"Cream, fresh","yield_carcass_weight",0
"Cucumbers and gherkins","yield_carcass_weight",0
"Currants","yield_carcass_weight",0
"Dates","yield_carcass_weight",0
"Ducks","yield_carcass_weight",0
"Edible offal of buffalo, fresh, chilled or frozen","yield_carcass_weight",0
"Edible offal of cattle, fresh, chilled or frozen","yield_carcass_weight",0
"Edible offal of goat, fresh, chilled or frozen","yield_carcass_weight",0
"Edible offal of pigs, fresh, chilled or frozen","yield_carcass_weight",0
"Edible offal of sheep, fresh, chilled or frozen","yield_carcass_weight",0
"Edible offals of camels and other camelids, fresh, chilled or frozen","yield_carcass_weight",0
"Edible offals of horses and other equines,  fresh, chilled or frozen","yield_carcass_weight",0
"Edible roots and tubers with high starch or inulin content, n.e.c., fresh","yield_carcass_weight",0
"Eggplants (aubergines)","yield_carcass_weight",0
"Eggs from other birds in shell, fresh, n.e.c.","yield_carcass_weight",0
"Eggs Primary","yield_carcass_weight",0
"Evaporated & Condensed Milk","yield_carcass_weight",0
"Fat of camels","yield_carcass_weight",0
"Fat of pigs","yield_carcass_weight",0
"Fibre Crops, Fibre Equivalent","yield_carcass_weight",0
"Figs","yield_carcass_weight",0
"Flax, processed but not spun","yield_carcass_weight",0
"Fonio","yield_carcass_weight",0
"Fruit Primary","yield_carcass_weight",0
"Game meat, fresh, chilled or frozen","yield_carcass_weight",135
"Geese","yield_carcass_weight",0
"Ghee from buffalo milk","yield_carcass_weight",0
"Ghee from cow milk","yield_carcass_weight",0
"Ginger, raw","yield_carcass_weight",0
"Goat fat, unrendered","yield_carcass_weight",0
"Goats","yield_carcass_weight",0
"Gooseberries","yield_carcass_weight",0
"Grapes","yield_carcass_weight",0
"Green corn (maize)","yield_carcass_weight",0
"Green garlic","yield_carcass_weight",0
"Green tea (not fermented), black tea (fermented) and partly fermented tea","yield_carcass_weight",0
"Groundnut oil","yield_carcass_weight",0
"Groundnuts, excluding shelled","yield_carcass_weight",0
"Hazelnuts, in shell","yield_carcass_weight",0
"Hempseed","yield_carcass_weight",0
"Hen eggs in shell, fresh","yield_carcass_weight",0
"Hop cones","yield_carcass_weight",0
"Horse meat, fresh or chilled","yield_carcass_weight",6042
"Horses","yield_carcass_weight",0
"Jojoba seeds","yield_carcass_weight",0
"Jute, raw or retted","yield_carcass_weight",0
"Kapok fibre, raw","yield_carcass_weight",0
"Kapok fruit","yield_carcass_weight",0
"Kapokseed in shell","yield_carcass_weight",0
"Karite nuts (sheanuts)","yield_carcass_weight",0
"Kenaf, and other textile bast fibres, raw or retted","yield_carcass_weight",0
"Kiwi fruit","yield_carcass_weight",0
"Kola nuts","yield_carcass_weight",0
"Leeks and other alliaceous vegetables","yield_carcass_weight",0
"Lemons and limes","yield_carcass_weight",0
"Lentils, dry","yield_carcass_weight",0
"Lettuce and chicory","yield_carcass_weight",0
"Linseed","yield_carcass_weight",0
"Locust beans (carobs)","yield_carcass_weight",0
"Lupins","yield_carcass_weight",0
"Maize (corn)","yield_carcass_weight",0
"Mangoes, guavas and mangosteens","yield_carcass_weight",0
"Margarine and shortening","yield_carcass_weight",0
"Maté leaves","yield_carcass_weight",0
"Meat of asses, fresh or chilled","yield_carcass_weight",1261
"Meat of buffalo, fresh or chilled","yield_carcass_weight",2749
"Meat of camels, fresh or chilled","yield_carcass_weight",3079
"Meat of cattle with the bone, fresh or chilled","yield_carcass_weight",13145
"Meat of chickens, fresh or chilled","yield_carcass_weight",13323
"Meat of ducks, fresh or chilled","yield_carcass_weight",6233
"Meat of geese, fresh or chilled","yield_carcass_weight",3854
"Meat of goat, fresh or chilled","yield_carcass_weight",11834
"Meat of mules, fresh or chilled","yield_carcass_weight",518
"Meat of other domestic camelids, fresh or chilled","yield_carcass_weight",427
"Meat of other domestic rodents, fresh or chilled","yield_carcass_weight",427
"Meat of pig with the bone, fresh or chilled","yield_carcass_weight",12178
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen","yield_carcass_weight",1178
"Meat of rabbits and hares, fresh or chilled","yield_carcass_weight",4282
"Meat of sheep, fresh or chilled","yield_carcass_weight",12252
"Meat of turkeys, fresh or chilled","yield_carcass_weight",5300
"Meat, Poultry","yield_carcass_weight",13303
"Meat, Total","yield_carcass_weight",0
"Melonseed","yield_carcass_weight",0
"Milk, Total","yield_carcass_weight",0
"Millet","yield_carcass_weight",0
"Mixed grain","yield_carcass_weight",0
"Molasses","yield_carcass_weight",0
"Mules and hinnies","yield_carcass_weight",0
"Mushrooms and truffles","yield_carcass_weight",0
"Mustard seed","yield_carcass_weight",0
"Natural honey","yield_carcass_weight",0
"Natural rubber in primary forms","yield_carcass_weight",0
"Nutmeg, mace, cardamoms, raw","yield_carcass_weight",0
"Oats","yield_carcass_weight",0
"Oil of linseed","yield_carcass_weight",0
"Oil of maize","yield_carcass_weight",0
"Oil of palm kernel","yield_carcass_weight",0
"Oil of sesame seed","yield_carcass_weight",0
"Oil palm fruit","yield_carcass_weight",0
"Oilcrops, Cake Equivalent","yield_carcass_weight",0
"Oilcrops, Oil Equivalent","yield_carcass_weight",0
"Okra","yield_carcass_weight",0
"Olive oil","yield_carcass_weight",0
"Olives","yield_carcass_weight",0
"Onions and shallots, dry (excluding dehydrated)","yield_carcass_weight",0
"Onions and shallots, green","yield_carcass_weight",0
"Oranges","yield_carcass_weight",0
"Other beans, green","yield_carcass_weight",0
"Other berries and fruits of the genus vaccinium n.e.c.","yield_carcass_weight",0
"Other camelids","yield_carcass_weight",0
"Other citrus fruit, n.e.c.","yield_carcass_weight",0
"Other fibre crops, raw, n.e.c.","yield_carcass_weight",0
"Other fruits, n.e.c.","yield_carcass_weight",0
"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","yield_carcass_weight",135
"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","yield_carcass_weight",0
"Other oil seeds, n.e.c.","yield_carcass_weight",0
"Other pome fruits","yield_carcass_weight",0
"Other pulses n.e.c.","yield_carcass_weight",0
"Other rodents","yield_carcass_weight",0
"Other stimulant, spice and aromatic crops, n.e.c.","yield_carcass_weight",0
"Other stone fruits","yield_carcass_weight",0
"Other sugar crops n.e.c.","yield_carcass_weight",0
"Other tropical fruits, n.e.c.","yield_carcass_weight",0
"Other vegetables, fresh n.e.c.","yield_carcass_weight",0
"Palm kernels","yield_carcass_weight",0
"Palm oil","yield_carcass_weight",0
"Papayas","yield_carcass_weight",0
"Peaches and nectarines","yield_carcass_weight",0
"Pears","yield_carcass_weight",0
"Peas, dry","yield_carcass_weight",0
"Peas, green","yield_carcass_weight",0
"Pepper (Piper spp.), raw","yield_carcass_weight",0
"Peppermint, spearmint","yield_carcass_weight",0
"Persimmons","yield_carcass_weight",0
"Pig fat, rendered","yield_carcass_weight",0
"Pigeon peas, dry","yield_carcass_weight",0
"Pineapples","yield_carcass_weight",0
"Pistachios, in shell","yield_carcass_weight",0
"Plantains and cooking bananas","yield_carcass_weight",0
"Plums and sloes","yield_carcass_weight",0
"Pomelos and grapefruits","yield_carcass_weight",0
"Poppy seed","yield_carcass_weight",0
"Potatoes","yield_carcass_weight",0
"Poultry Birds","yield_carcass_weight",0
"Pulses, Total","yield_carcass_weight",0
"Pumpkins, squash and gourds","yield_carcass_weight",0
"Pyrethrum, dried flowers","yield_carcass_weight",0
"Quinces","yield_carcass_weight",0
"Quinoa","yield_carcass_weight",0
"Rabbits and hares","yield_carcass_weight",0
"Ramie, raw or retted","yield_carcass_weight",0
"Rape or colza seed","yield_carcass_weight",0
"Rapeseed or canola oil, crude","yield_carcass_weight",0
"Raspberries","yield_carcass_weight",0
"Raw cane or beet sugar (centrifugal only)","yield_carcass_weight",0
"Raw hides and skins of buffaloes","yield_carcass_weight",0
"Raw hides and skins of cattle","yield_carcass_weight",0
"Raw hides and skins of goats or kids","yield_carcass_weight",0
"Raw hides and skins of sheep or lambs","yield_carcass_weight",0
"Raw milk of buffalo","yield_carcass_weight",0
"Raw milk of camel","yield_carcass_weight",0
"Raw milk of cattle","yield_carcass_weight",0
"Raw milk of goats","yield_carcass_weight",0
"Raw milk of sheep","yield_carcass_weight",0
"Raw silk (not thrown)","yield_carcass_weight",0
"Rice","yield_carcass_weight",0
"Roots and Tubers, Total","yield_carcass_weight",0
"Rye","yield_carcass_weight",0
"Safflower-seed oil, crude","yield_carcass_weight",0
"Safflower seed","yield_carcass_weight",0
"Seed cotton, unginned","yield_carcass_weight",0
"Sesame seed","yield_carcass_weight",0
"Sheep","yield_carcass_weight",0
"Sheep and Goat Meat","yield_carcass_weight",12866
"Sheep and Goats","yield_carcass_weight",0
"Sheep fat, unrendered","yield_carcass_weight",0
"Shorn wool, greasy, including fleece-washed shorn wool","yield_carcass_weight",0
"Silk-worm cocoons suitable for reeling","yield_carcass_weight",0
"Sisal, raw","yield_carcass_weight",0
"Skim Milk & Buttermilk, Dry","yield_carcass_weight",0
"Skim milk and whey powder","yield_carcass_weight",0
"Skim milk of cows","yield_carcass_weight",0
"Skim milk, condensed","yield_carcass_weight",0
"Skim milk, evaporated","yield_carcass_weight",0
"Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails","yield_carcass_weight",0
"Sorghum","yield_carcass_weight",0
"Sour cherries","yield_carcass_weight",0
"Soya bean oil","yield_carcass_weight",0
"Soya beans","yield_carcass_weight",0
"Spinach","yield_carcass_weight",0
"Strawberries","yield_carcass_weight",0
"String beans","yield_carcass_weight",0
"Sugar beet","yield_carcass_weight",0
"Sugar cane","yield_carcass_weight",0
"Sugar Crops Primary","yield_carcass_weight",0
"Sunflower-seed oil, crude","yield_carcass_weight",0
"Sunflower seed","yield_carcass_weight",0
"Sweet potatoes","yield_carcass_weight",0
"Swine / pigs","yield_carcass_weight",0
"Tallow","yield_carcass_weight",0
"Tallowtree seeds","yield_carcass_weight",0
"Tangerines, mandarins, clementines","yield_carcass_weight",0
"Taro","yield_carcass_weight",0
"Tea leaves","yield_carcass_weight",0
"Tomatoes","yield_carcass_weight",0
"Treenuts, Total","yield_carcass_weight",0
"Triticale","yield_carcass_weight",0
"True hemp, raw or retted","yield_carcass_weight",0
"Tung nuts","yield_carcass_weight",0
"Turkeys","yield_carcass_weight",0
"Unmanufactured tobacco","yield_carcass_weight",0
"Vanilla, raw","yield_carcass_weight",0
"Vegetables Primary","yield_carcass_weight",0
"Vetches","yield_carcass_weight",0
"Walnuts, in shell","yield_carcass_weight",0
"Watermelons","yield_carcass_weight",0
"Wheat","yield_carcass_weight",0
"Whey, condensed","yield_carcass_weight",0
"Whey, dry","yield_carcass_weight",0
"Whole milk powder","yield_carcass_weight",0
"Whole milk, condensed","yield_carcass_weight",0
"Whole milk, evaporated","yield_carcass_weight",0
"Wine","yield_carcass_weight",0
"Yams","yield_carcass_weight",0
"Yautia","yield_carcass_weight",0
"Yoghurt","yield_carcass_weight",0
